"http_reply_code";"http_method";"duration_milliseconds";"content_type";"server_or_cache_address";"time";"squid_hierarchy";"bytes";"url";"client_address";"etiqueta"
204;"GET";101;"text/html";"173.194.34.237";"08:31:06";"DIRECT";306;"http://cm.g.doubleclick.net/push?client=ca-pub-7547369567510288";"192.168.4.4";"no_label"
204;"GET";103;"text/html";"192.168.4.4";"08:31:06";"DEFAULT_PARENT";356;"http://cm.g.doubleclick.net/push?client=ca-pub-7547369567510288";"10.159.155.5";"no_label"
200;"GET";234;"text/javascript";"173.194.34.249";"08:31:06";"DIRECT";1949;"http://pubads.g.doubleclick.net/gampad/ads?correlator=4370516975550464&output=json_html&callback=GA_googleSetAdContentsBySlotForSync&impl=s&prev_afc=9&pstok=iJYQYD7h6WIKBRiZ4dIeCg0KCwj0kJ0CEPT4n-MfCg0KCwjc46ICELybm6Ig&client=ca-pub-6958755572607374&slotname=technology_hub_footer_bf_300X250&page_slots=technology_hub_leaderboard_af_728x90%2Ctechnology_hub_content_250x250%2Ctechnology_hub_share_520x200%2Ctechnology_hub_sidebar_120x600%2Ctechnology_hub_footer_bf_300X250&cust_params=QCSEG_D%3D1&cookie=ID%3D59597c44967a6c39%3AT%3D1367303463%3AS%3DALNI_MZOUv2ijIAnvJWfgCgW6q95mjoOaA&cookie_enabled=1&url=http%3A%2F%2Fskear.hubpages.com%2Fhub%2FDual-Wan-Router-How-To-Build-One-On-a-Budget&ref=https%3A%2F%2Fwww.google.es%2F&lmt=1367296265&dt=1367303465904&cc=8&channel=9199565653%2B7552816219&biw=1905&bih=878&adk=3206885384&adx=589&ady=11262&ifi=9&oid=3&u_tz=120&u_his=1&u_java=true&u_h=1080&u_w=1920&u_ah=1032&u_aw=1920&u_cd=24&u_nplug=10&u_nmime=184&flash=11.2.202&gads=v2&ga_vid=1261589407.1367303463&ga_sid=1367303463&ga_hid=1998243582&ga_fc=true&ga_wpids=UA-20745498-5";"192.168.4.4";"deny"
200;"GET";277;"text/javascript";"192.168.4.4";"08:31:06";"DEFAULT_PARENT";1999;"http://pubads.g.doubleclick.net/gampad/ads?correlator=4370516975550464&output=json_html&callback=GA_googleSetAdContentsBySlotForSync&impl=s&prev_afc=9&pstok=iJYQYD7h6WIKBRiZ4dIeCg0KCwj0kJ0CEPT4n-MfCg0KCwjc46ICELybm6Ig&client=ca-pub-6958755572607374&slotname=technology_hub_footer_bf_300X250&page_slots=technology_hub_leaderboard_af_728x90%2Ctechnology_hub_content_250x250%2Ctechnology_hub_share_520x200%2Ctechnology_hub_sidebar_120x600%2Ctechnology_hub_footer_bf_300X250&cust_params=QCSEG_D%3D1&cookie=ID%3D59597c44967a6c39%3AT%3D1367303463%3AS%3DALNI_MZOUv2ijIAnvJWfgCgW6q95mjoOaA&cookie_enabled=1&url=http%3A%2F%2Fskear.hubpages.com%2Fhub%2FDual-Wan-Router-How-To-Build-One-On-a-Budget&ref=https%3A%2F%2Fwww.google.es%2F&lmt=1367296265&dt=1367303465904&cc=8&channel=9199565653%2B7552816219&biw=1905&bih=878&adk=3206885384&adx=589&ady=11262&ifi=9&oid=3&u_tz=120&u_his=1&u_java=true&u_h=1080&u_w=1920&u_ah=1032&u_aw=1920&u_cd=24&u_nplug=10&u_nmime=184&flash=11.2.202&gads=v2&ga_vid=1261589407.1367303463&ga_sid=1367303463&ga_hid=1998243582&ga_fc=true&ga_wpids=UA-20745498-5";"10.159.155.5";"deny"
302;"GET";77;"null";"79.125.9.92";"08:31:06";"DIRECT";628;"http://d.adroll.com/c/N34ZPOW5TRGMJKDEFHM2G4/SDUW4IOBWFCKJBD7TJN7TI/SU2FOI32TVF4RKQAQFY5NC?no-cookies=1&pv=67214072518.981995&width=300&height=250&x=0&y=0&cpm=UX9lKQAOCjEKwo0OZwBJH_NWQazOeHDSjuDKUg&adroll_network=g";"192.168.4.4";"no_label"
302;"GET";80;"null";"192.168.4.4";"08:31:06";"DEFAULT_PARENT";678;"http://d.adroll.com/c/N34ZPOW5TRGMJKDEFHM2G4/SDUW4IOBWFCKJBD7TJN7TI/SU2FOI32TVF4RKQAQFY5NC?no-cookies=1&pv=67214072518.981995&width=300&height=250&x=0&y=0&cpm=UX9lKQAOCjEKwo0OZwBJH_NWQazOeHDSjuDKUg&adroll_network=g";"10.159.155.5";"no_label"
200;"GET";100;"text/html";"173.194.34.249";"08:31:06";"DIRECT";494;"http://pubads.g.doubleclick.net/pagead/adview?ai=CsjxPKWV_UbGUOI6aigafkoG4BtGBmqcDiaTP_DrZwMudmwEQASAAUIDH4cQEYNXV2oKoCYIBF2NhLXB1Yi03NTQ3MzY5NTY3NTEwMjg4yAEJ4AIAqAMBqgTMAU_QSd2OB4985YjEJDeD23bIfcuw68vgvbCK1y_wplojFWh2CxiyyTEE5ElEN8meu_ZH4sQkH9LNjbQ64-RTP3K27oqfskaQ0jx05GY5qbKdrBbuHImWr7ZLiUcR6e_iwbAgLJDnzdYoq6Vekd3gsnoKNBQMq9PP0tVFp7p147TKJ3zxteaMNEKRWwO_6zoZyrmVo7D341gFYWfya-7JwH1dcMVg09kTjLjjatR0p_ivNIKwmafdceZ3H0yJSaNfdTV0Af-08C9VVDyfR8AEwb7jmRHgBAGSBQYIAhABGAE&sigh=aziDqGc06ak";"192.168.4.4";"deny"
200;"GET";103;"text/html";"192.168.4.4";"08:31:06";"DEFAULT_PARENT";544;"http://pubads.g.doubleclick.net/pagead/adview?ai=CsjxPKWV_UbGUOI6aigafkoG4BtGBmqcDiaTP_DrZwMudmwEQASAAUIDH4cQEYNXV2oKoCYIBF2NhLXB1Yi03NTQ3MzY5NTY3NTEwMjg4yAEJ4AIAqAMBqgTMAU_QSd2OB4985YjEJDeD23bIfcuw68vgvbCK1y_wplojFWh2CxiyyTEE5ElEN8meu_ZH4sQkH9LNjbQ64-RTP3K27oqfskaQ0jx05GY5qbKdrBbuHImWr7ZLiUcR6e_iwbAgLJDnzdYoq6Vekd3gsnoKNBQMq9PP0tVFp7p147TKJ3zxteaMNEKRWwO_6zoZyrmVo7D341gFYWfya-7JwH1dcMVg09kTjLjjatR0p_ivNIKwmafdceZ3H0yJSaNfdTV0Af-08C9VVDyfR8AEwb7jmRHgBAGSBQYIAhABGAE&sigh=aziDqGc06ak";"10.159.155.5";"deny"
304;"GET";158;"application/x-javascript";"92.123.167.13";"08:31:06";"DIRECT";374;"http://connect.facebook.net/en_US/all.js";"192.168.4.4";"deny"
304;"GET";161;"application/x-javascript";"192.168.4.4";"08:31:06";"DEFAULT_PARENT";424;"http://connect.facebook.net/en_US/all.js";"10.159.155.5";"deny"
200;"GET";314;"application/x-javascript";"216.87.32.148";"08:31:06";"DIRECT";4659;"http://www.hostirian.com/wp-content/themes/chronicle/js/s3Slider.js";"192.168.4.4";"no_label"
200;"GET";315;"text/css";"216.87.32.148";"08:31:06";"DIRECT";2133;"http://www.hostirian.com/wp-content/themes/chronicle/glide.css";"192.168.4.4";"no_label"
200;"GET";322;"application/x-javascript";"192.168.4.4";"08:31:06";"DEFAULT_PARENT";4709;"http://www.hostirian.com/wp-content/themes/chronicle/js/s3Slider.js";"10.159.155.5";"no_label"
200;"GET";324;"text/css";"192.168.4.4";"08:31:06";"DEFAULT_PARENT";2183;"http://www.hostirian.com/wp-content/themes/chronicle/glide.css";"10.159.155.5";"no_label"
204;"GET";112;"text/html";"173.194.34.248";"08:31:06";"DIRECT";274;"http://clients1.google.es/generate_204";"192.168.4.4";"allow"
204;"GET";115;"text/html";"192.168.4.4";"08:31:06";"DEFAULT_PARENT";324;"http://clients1.google.es/generate_204";"10.159.46.201";"allow"
200;"GET";464;"text/css";"216.87.32.148";"08:31:06";"DIRECT";8685;"http://www.hostirian.com/wp-content/themes/chronicle/banner.css";"192.168.4.4";"no_label"
200;"GET";471;"text/css";"192.168.4.4";"08:31:06";"DEFAULT_PARENT";8735;"http://www.hostirian.com/wp-content/themes/chronicle/banner.css";"10.159.155.5";"no_label"
200;"GET";270;"text/html";"173.194.34.237";"08:31:06";"DIRECT";2225;"http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-3198533125486828&format=300x250_as&output=html&h=250&w=300&lmt=1367296266&host=pub-6958755572607374&ad_type=image&alternate_ad_url=http%3A%2F%2Fhubpages.com%2Fgoogle_adsense_script.html&color_bg=FFFFFF&color_border=FFFFFF&color_link=297CCF&color_text=333333&color_url=333333&flash=11.2.202&url=http%3A%2F%2Fskear.hubpages.com%2Fhub%2FDual-Wan-Router-How-To-Build-One-On-a-Budget&ui=rc%3A0&dt=1367303466593&bpp=9&shv=r20130423&cbv=r20130206&correlator=1367303466605&frm=20&adk=4293852726&ga_vid=1261589407.1367303463&ga_sid=1367303463&ga_hid=1998243582&ga_fc=1&ga_wpids=UA-20745498-5&u_tz=120&u_his=1&u_java=1&u_h=1080&u_w=1920&u_ah=1032&u_aw=1920&u_cd=24&u_nplug=10&u_nmime=184&dff=arial&dfs=14&adx=1017&ady=11262&biw=1905&bih=878&eid=86860102&oid=3&ref=https%3A%2F%2Fwww.google.es%2F&fu=0&ifi=10&dtd=56&xpc=9FFhMti75H&p=http%3A//skear.hubpages.com";"192.168.4.4";"deny"
204;"GET";129;"text/html";"173.194.78.94";"08:31:06";"DIRECT";332;"http://www.google.es/gen_204?atyp=i&ct=&cad=&vet=10CC0Q-Cc&ei=KWV_UcTZDunL0QXu6IG4Dw&zx=1367303261743";"192.168.4.4";"allow"
204;"GET";131;"text/html";"192.168.4.4";"08:31:06";"DEFAULT_PARENT";382;"http://www.google.es/gen_204?atyp=i&ct=&cad=&vet=10CC0Q-Cc&ei=KWV_UcTZDunL0QXu6IG4Dw&zx=1367303261743";"10.159.46.201";"allow"
200;"GET";278;"text/html";"192.168.4.4";"08:31:06";"DEFAULT_PARENT";2275;"http://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-3198533125486828&format=300x250_as&output=html&h=250&w=300&lmt=1367296266&host=pub-6958755572607374&ad_type=image&alternate_ad_url=http%3A%2F%2Fhubpages.com%2Fgoogle_adsense_script.html&color_bg=FFFFFF&color_border=FFFFFF&color_link=297CCF&color_text=333333&color_url=333333&flash=11.2.202&url=http%3A%2F%2Fskear.hubpages.com%2Fhub%2FDual-Wan-Router-How-To-Build-One-On-a-Budget&ui=rc%3A0&dt=1367303466593&bpp=9&shv=r20130423&cbv=r20130206&correlator=1367303466605&frm=20&adk=4293852726&ga_vid=1261589407.1367303463&ga_sid=1367303463&ga_hid=1998243582&ga_fc=1&ga_wpids=UA-20745498-5&u_tz=120&u_his=1&u_java=1&u_h=1080&u_w=1920&u_ah=1032&u_aw=1920&u_cd=24&u_nplug=10&u_nmime=184&dff=arial&dfs=14&adx=1017&ady=11262&biw=1905&bih=878&eid=86860102&oid=3&ref=https%3A%2F%2Fwww.google.es%2F&fu=0&ifi=10&dtd=56&xpc=9FFhMti75H&p=http%3A//skear.hubpages.com";"10.159.155.5";"deny"
200;"GET";4666;"text/javascript";"66.77.55.200";"08:31:06";"DIRECT";6882;"http://mm.chitika.net/minimall?output=simplejs&callback=render_ad&w=400&h=205&client=spurdon&sid=Side%20on%20Profile%20Page%203&cid=mpu&type=mpu&previous_format=400x205%2C400x205&screenres=1920x1080&winsize=1920x878&canvas=1905x878&history=1&impsrc=getads&vsn=2.1.1&url=http%3A%2F%2Fboardreader.com%2Ffp%2FpfSense_Forum_64831%2FRouting_and_Multi_WAN_316658.html&ref=https%3A%2F%2Fwww.google.es%2F&cb=2&dpr=1&snip_title=Routing%20and%20Multi%20WAN%20on%20pfSense%20Forum%20%7C%20BoardReader&loc=12%2C942";"192.168.4.4";"deny"
304;"GET";261;"null";"90.84.53.82";"08:31:06";"DIRECT";288;"http://a.adroll.com/r/N34ZPOW5TRGMJKDEFHM2G4/SDUW4IOBWFCKJBD7TJN7TI/58c3d9346202427546441c11dfe86d19.js";"192.168.4.4";"no_label"
200;"GET";4667;"text/javascript";"66.77.55.200";"08:31:06";"DIRECT";6889;"http://mm.chitika.net/minimall?output=simplejs&callback=render_ad&w=400&h=205&client=spurdon&sid=Side%20on%20Profile%20Page%202&cid=mpu&type=mpu&previous_format=400x205&screenres=1920x1080&winsize=1920x878&canvas=1905x878&history=1&impsrc=getads&vsn=2.1.1&url=http%3A%2F%2Fboardreader.com%2Ffp%2FpfSense_Forum_64831%2FRouting_and_Multi_WAN_316658.html&ref=https%3A%2F%2Fwww.google.es%2F&cb=1&dpr=1&snip_title=Routing%20and%20Multi%20WAN%20on%20pfSense%20Forum%20%7C%20BoardReader&loc=527%2C228";"192.168.4.4";"deny"
200;"GET";4667;"text/javascript";"66.77.55.200";"08:31:06";"DIRECT";6892;"http://mm.chitika.net/minimall?output=simplejs&callback=render_ad&w=400&h=205&client=spurdon&sid=Side%20on%20Profile%20Page%201&cid=mpu&type=mpu&screenres=1920x1080&winsize=1920x878&canvas=1905x878&history=1&impsrc=getads&vsn=2.1.1&url=http%3A%2F%2Fboardreader.com%2Ffp%2FpfSense_Forum_64831%2FRouting_and_Multi_WAN_316658.html&ref=https%3A%2F%2Fwww.google.es%2F&cb=0&dpr=1&snip_title=Routing%20and%20Multi%20WAN%20on%20pfSense%20Forum%20%7C%20BoardReader&loc=12%2C433";"192.168.4.4";"deny"
304;"GET";263;"null";"192.168.4.4";"08:31:06";"DEFAULT_PARENT";338;"http://a.adroll.com/r/N34ZPOW5TRGMJKDEFHM2G4/SDUW4IOBWFCKJBD7TJN7TI/58c3d9346202427546441c11dfe86d19.js";"10.159.155.5";"no_label"
200;"GET";4679;"text/javascript";"192.168.4.4";"08:31:06";"DEFAULT_PARENT";6932;"http://mm.chitika.net/minimall?output=simplejs&callback=render_ad&w=400&h=205&client=spurdon&sid=Side%20on%20Profile%20Page%203&cid=mpu&type=mpu&previous_format=400x205%2C400x205&screenres=1920x1080&winsize=1920x878&canvas=1905x878&history=1&impsrc=getads&vsn=2.1.1&url=http%3A%2F%2Fboardreader.com%2Ffp%2FpfSense_Forum_64831%2FRouting_and_Multi_WAN_316658.html&ref=https%3A%2F%2Fwww.google.es%2F&cb=2&dpr=1&snip_title=Routing%20and%20Multi%20WAN%20on%20pfSense%20Forum%20%7C%20BoardReader&loc=12%2C942";"10.159.155.5";"deny"
200;"GET";4683;"text/javascript";"192.168.4.4";"08:31:06";"DEFAULT_PARENT";6942;"http://mm.chitika.net/minimall?output=simplejs&callback=render_ad&w=400&h=205&client=spurdon&sid=Side%20on%20Profile%20Page%201&cid=mpu&type=mpu&screenres=1920x1080&winsize=1920x878&canvas=1905x878&history=1&impsrc=getads&vsn=2.1.1&url=http%3A%2F%2Fboardreader.com%2Ffp%2FpfSense_Forum_64831%2FRouting_and_Multi_WAN_316658.html&ref=https%3A%2F%2Fwww.google.es%2F&cb=0&dpr=1&snip_title=Routing%20and%20Multi%20WAN%20on%20pfSense%20Forum%20%7C%20BoardReader&loc=12%2C433";"10.159.155.5";"deny"
200;"GET";4683;"text/javascript";"192.168.4.4";"08:31:06";"DEFAULT_PARENT";6939;"http://mm.chitika.net/minimall?output=simplejs&callback=render_ad&w=400&h=205&client=spurdon&sid=Side%20on%20Profile%20Page%202&cid=mpu&type=mpu&previous_format=400x205&screenres=1920x1080&winsize=1920x878&canvas=1905x878&history=1&impsrc=getads&vsn=2.1.1&url=http%3A%2F%2Fboardreader.com%2Ffp%2FpfSense_Forum_64831%2FRouting_and_Multi_WAN_316658.html&ref=https%3A%2F%2Fwww.google.es%2F&cb=1&dpr=1&snip_title=Routing%20and%20Multi%20WAN%20on%20pfSense%20Forum%20%7C%20BoardReader&loc=527%2C228";"10.159.155.5";"deny"
200;"GET";624;"application/x-javascript";"216.87.32.148";"08:31:07";"DIRECT";16412;"http://www.hostirian.com/wp-content/themes/chronicle/js/tabber.js";"192.168.4.4";"no_label"
200;"GET";644;"application/x-javascript";"192.168.4.4";"08:31:07";"DEFAULT_PARENT";16462;"http://www.hostirian.com/wp-content/themes/chronicle/js/tabber.js";"10.159.155.5";"no_label"
200;"GET";656;"text/css";"216.87.32.148";"08:31:07";"DIRECT";37915;"http://www.hostirian.com/wp-content/themes/chronicle/style.css";"192.168.4.4";"no_label"
200;"GET";668;"text/css";"192.168.4.4";"08:31:07";"DEFAULT_PARENT";37965;"http://www.hostirian.com/wp-content/themes/chronicle/style.css";"10.159.155.5";"no_label"
204;"GET";70;"image/gif";"173.194.78.94";"08:31:07";"DIRECT";427;"http://www.google.es/csi?v=3&s=web&action=&e=25657,39523,4000116,4001351,4001569,4001948,4001959,4002855,4003053,4003917,4003921,4004334,4004546,4004653,4004687,4004788,4004844,4004897,4004898,4004914,4004916,4004949,4004953,4004971,4005031,4005120,4005154,4005198,4005213,4005601,4005650,4005655,4005688,4005849,4005861,4005878,4006033,4006217,4006263,4006330,4006342,4006348,4006356,4006373,4006426,4006455,4006463,4006537,4006597,4006667&ei=KWV_UcTZDunL0QXu6IG4Dw&imc=5&imn=5&imp=2&atyp=csi&adh=&rt=xjsls.367,prt.371,xjses.598,xjsee.795,xjs.1026,ol.1223,iml.420,wsrt.932,cst.0,dnst.6,rqst.-7,rspt.-542";"192.168.4.4";"allow"
204;"GET";72;"image/gif";"192.168.4.4";"08:31:07";"DEFAULT_PARENT";477;"http://www.google.es/csi?v=3&s=web&action=&e=25657,39523,4000116,4001351,4001569,4001948,4001959,4002855,4003053,4003917,4003921,4004334,4004546,4004653,4004687,4004788,4004844,4004897,4004898,4004914,4004916,4004949,4004953,4004971,4005031,4005120,4005154,4005198,4005213,4005601,4005650,4005655,4005688,4005849,4005861,4005878,4006033,4006217,4006263,4006330,4006342,4006348,4006356,4006373,4006426,4006455,4006463,4006537,4006597,4006667&ei=KWV_UcTZDunL0QXu6IG4Dw&imc=5&imn=5&imp=2&atyp=csi&adh=&rt=xjsls.367,prt.371,xjses.598,xjsee.795,xjs.1026,ol.1223,iml.420,wsrt.932,cst.0,dnst.6,rqst.-7,rspt.-542";"10.159.46.201";"allow"
200;"GET";333;"application/x-javascript";"195.54.48.9";"08:31:07";"DIRECT";21755;"http://bbvaes.solution.weborama.fr/fcgi-bin/adserv.fcgi?tag=912551&f=6&ef=1&clicktag=http://ams1.ib.adnxs.com/click?IbByaJHt1D8hsHJoke3UP83MzMzMzARA08CPatjv1D_TwI9q2O_UP31kLCfU1ExiUA3up6LHPjopZX9RAAAAAPQgAAC1AAAAHwUAAAIAAAAjVU8A0WMAAAAAAQBVU0QAVVNEAHgAWAKJz2MApmUDAQUCAQMAAIQA-yr1SwAAAAA./cnd=%21qwVMMgjgh04Qo6q9AhjRxwEgAA../referrer=http%3A%2F%2Fskear.hubpages.com%2Fhub%2FDual-Wan-Router-How-To-Build-One-On-a-Budget/clickenc=http%3A%2F%2Fadclick.g.doubleclick.net%2Faclk%3Fsa%3DL%26ai%3DC3Vd8KWV_UenAHLOligaC74CYDoTR7K0D_Oav7Uegq8CpWxABIABQgMfhxARg1dXagqgJggEXY2EtcHViLTc1NDczNjk1Njc1MTAyODjIAQngAgCoAwGqBMoBT9BucUnzcle2QP7OctsdrvD9dYNbrJitB_Bf8T80VnQNIPoC8h5ahDmhh2QxwP451_TS5o-LsgZAXTbmd5SoKOkVKV9C_PJ3xBdH8q_i9Xa17U-GY3D3zrZ1e23-QUrv41x6F5zdUh9GFYyNYOiEsd5QBQkk1_l4tuKem63wUUuioAgIr8fz3rhkaRazjEaenI1dPv9Z3jhd45fR5w8mVxlUYLgQNNtzFQcUo7W7Rx0YsHbSw2H0k4UYv4CB62EKItNQwpdxyvaN_OAEAYAG88ejk8yqluwH%26num%3D1%26sig%3DAOD64_3ERptMdWo6rt9RHcYRcHNvjmFunA%26client%3Dca-pub-7547369567510288%26adurl%3D&rnd=1367303465";"192.168.4.4";"deny"
200;"GET";342;"application/x-javascript";"192.168.4.4";"08:31:07";"DEFAULT_PARENT";21835;"http://bbvaes.solution.weborama.fr/fcgi-bin/adserv.fcgi?tag=912551&f=6&ef=1&clicktag=http://ams1.ib.adnxs.com/click?IbByaJHt1D8hsHJoke3UP83MzMzMzARA08CPatjv1D_TwI9q2O_UP31kLCfU1ExiUA3up6LHPjopZX9RAAAAAPQgAAC1AAAAHwUAAAIAAAAjVU8A0WMAAAAAAQBVU0QAVVNEAHgAWAKJz2MApmUDAQUCAQMAAIQA-yr1SwAAAAA./cnd=%21qwVMMgjgh04Qo6q9AhjRxwEgAA../referrer=http%3A%2F%2Fskear.hubpages.com%2Fhub%2FDual-Wan-Router-How-To-Build-One-On-a-Budget/clickenc=http%3A%2F%2Fadclick.g.doubleclick.net%2Faclk%3Fsa%3DL%26ai%3DC3Vd8KWV_UenAHLOligaC74CYDoTR7K0D_Oav7Uegq8CpWxABIABQgMfhxARg1dXagqgJggEXY2EtcHViLTc1NDczNjk1Njc1MTAyODjIAQngAgCoAwGqBMoBT9BucUnzcle2QP7OctsdrvD9dYNbrJitB_Bf8T80VnQNIPoC8h5ahDmhh2QxwP451_TS5o-LsgZAXTbmd5SoKOkVKV9C_PJ3xBdH8q_i9Xa17U-GY3D3zrZ1e23-QUrv41x6F5zdUh9GFYyNYOiEsd5QBQkk1_l4tuKem63wUUuioAgIr8fz3rhkaRazjEaenI1dPv9Z3jhd45fR5w8mVxlUYLgQNNtzFQcUo7W7Rx0YsHbSw2H0k4UYv4CB62EKItNQwpdxyvaN_OAEAYAG88ejk8yqluwH%26num%3D1%26sig%3DAOD64_3ERptMdWo6rt9RHcYRcHNvjmFunA%26client%3Dca-pub-7547369567510288%26adurl%3D&rnd=1367303465";"10.159.155.5";"deny"
200;"GET";775;"application/x-javascript";"216.87.32.148";"08:31:07";"DIRECT";56147;"http://www.hostirian.com/wp-content/themes/chronicle/js/jquery-1.2.6.min.js";"192.168.4.4";"no_label"
200;"GET";804;"application/x-javascript";"192.168.4.4";"08:31:07";"DEFAULT_PARENT";56197;"http://www.hostirian.com/wp-content/themes/chronicle/js/jquery-1.2.6.min.js";"10.159.155.5";"no_label"
200;"GET";478;"application/x-javascript";"216.87.32.148";"08:31:07";"DIRECT";8675;"http://www.hostirian.com/wp-content/plugins/advanced-fancybox/fancybox/jquery.fancybox-1.2.1.pack.js";"192.168.4.4";"no_label"
200;"GET";487;"application/x-javascript";"192.168.4.4";"08:31:07";"DEFAULT_PARENT";8725;"http://www.hostirian.com/wp-content/plugins/advanced-fancybox/fancybox/jquery.fancybox-1.2.1.pack.js";"10.159.155.5";"no_label"
200;"GET";613;"text/javascript";"8.18.46.24";"08:31:07";"DIRECT";2412;"http://payload.yieldbuild.com/ad/inline?url=http%3A%2F%2Fskear.hubpages.com%2Fhub%2FDual-Wan-Router-How-To-Build-One-On-a-Budget&is_framed=false&can_cookie=true&site_id=1&loc=special&rnd=1642&layout=hpads_hub&channel=1679768&category=technology&referrer=https%3A%2F%2Fwww.google.es%2F&dyn_bg=rgba(0,%200,%200,%200)&dyn_ti=rgb(51,%2051,%2051)";"192.168.4.4";"deny"
200;"GET";616;"text/javascript";"192.168.4.4";"08:31:07";"DEFAULT_PARENT";2492;"http://payload.yieldbuild.com/ad/inline?url=http%3A%2F%2Fskear.hubpages.com%2Fhub%2FDual-Wan-Router-How-To-Build-One-On-a-Budget&is_framed=false&can_cookie=true&site_id=1&loc=special&rnd=1642&layout=hpads_hub&channel=1679768&category=technology&referrer=https%3A%2F%2Fwww.google.es%2F&dyn_bg=rgba(0,%200,%200,%200)&dyn_ti=rgb(51,%2051,%2051)";"10.159.155.5";"deny"
200;"GET";797;"application/x-javascript";"216.87.32.148";"08:31:07";"DIRECT";57627;"http://www.hostirian.com/wp-content/plugins/advanced-fancybox/fancybox/jquery-1.3.2.min.js";"192.168.4.4";"no_label"
200;"GET";873;"application/x-javascript";"192.168.4.4";"08:31:07";"DEFAULT_PARENT";57677;"http://www.hostirian.com/wp-content/plugins/advanced-fancybox/fancybox/jquery-1.3.2.min.js";"10.159.155.5";"no_label"
304;"GET";44;"image/gif";"90.84.53.18";"08:31:07";"DIRECT";332;"http://scripts.chitika.net/static/images/search_icons/search.gif";"10.159.155.5";"no_label"
200;"GET";83;"text/html";"173.194.34.237";"08:31:07";"DIRECT";494;"http://googleads.g.doubleclick.net/pagead/adview?ai=C_JRXKmV_UaPaKuOtigaBiIHwBOiX-IkCkKb8qkTUsNuoGhABIABQgMfhxARg1dXagqgJggEXY2EtcHViLTMxOTg1MzMxMjU0ODY4MjigAYz3ufQDyAEJqAMBqgSnAU_QY4-HLGFlnul1YxMax6vk6QAEStxJUdaOk7j911_1gLos_MwuMb6dqJSXHMVgmAFYWF0m-4KDV5mbRN-5Jc-n2qycHSJ1YCzFGWgjf4e9S5s83hxTg_uGRtzIPprhYs1mS3h-1ocV8C38WYZjwRB75Ux0toJh3F9K6NsxV_H5I7rzgDd4hTTArVQUiFkcKeKKbv9KwiqW9W-GERexi3scbL4xczKYgAbE5ZGqrJqYkDU&sigh=N4gcF5EtDRA";"192.168.4.4";"deny"
200;"GET";85;"text/html";"192.168.4.4";"08:31:07";"DEFAULT_PARENT";544;"http://googleads.g.doubleclick.net/pagead/adview?ai=C_JRXKmV_UaPaKuOtigaBiIHwBOiX-IkCkKb8qkTUsNuoGhABIABQgMfhxARg1dXagqgJggEXY2EtcHViLTMxOTg1MzMxMjU0ODY4MjigAYz3ufQDyAEJqAMBqgSnAU_QY4-HLGFlnul1YxMax6vk6QAEStxJUdaOk7j911_1gLos_MwuMb6dqJSXHMVgmAFYWF0m-4KDV5mbRN-5Jc-n2qycHSJ1YCzFGWgjf4e9S5s83hxTg_uGRtzIPprhYs1mS3h-1ocV8C38WYZjwRB75Ux0toJh3F9K6NsxV_H5I7rzgDd4hTTArVQUiFkcKeKKbv9KwiqW9W-GERexi3scbL4xczKYgAbE5ZGqrJqYkDU&sigh=N4gcF5EtDRA";"10.159.155.5";"deny"
200;"GET";98;"image/png";"108.161.18.192";"08:31:07";"DIRECT";570;"http://maps-static.chitika.net/misc/1blackbold.png";"10.159.155.5";"no_label"
200;"GET";95;"image/png";"108.161.18.192";"08:31:07";"DIRECT";599;"http://maps-static.chitika.net/misc/2blackbold.png";"10.159.155.5";"no_label"
200;"GET";114;"image/png";"108.161.18.192";"08:31:07";"DIRECT";635;"http://maps-static.chitika.net/misc/3blackbold.png";"10.159.155.5";"no_label"
200;"GET";320;"text/css";"216.87.32.148";"08:31:07";"DIRECT";5497;"http://www.hostirian.com/wp-content/plugins/advanced-fancybox/fancybox/jquery.fancybox.css";"192.168.4.4";"no_label"
200;"GET";324;"text/css";"192.168.4.4";"08:31:07";"DEFAULT_PARENT";5547;"http://www.hostirian.com/wp-content/plugins/advanced-fancybox/fancybox/jquery.fancybox.css";"10.159.155.5";"no_label"
200;"GET";105;"image/gif";"95.172.94.53";"08:31:07";"DIRECT";402;"http://pixel.quantserve.com/pixel";"192.168.4.4";"no_label"
200;"GET";108;"image/gif";"192.168.4.4";"08:31:07";"DEFAULT_PARENT";452;"http://pixel.quantserve.com/pixel";"10.159.155.5";"no_label"
302;"GET";133;"text/plain";"195.54.48.9";"08:31:07";"DIRECT";612;"http://omniconmediagroupspain.solution.weborama.fr/fcgi-bin/dispatch.fcgi?a.A=im&a.si=45&a.te=24&a.he=1&a.wi=1&a.ra=1367303467&a.hr=R";"192.168.4.4";"no_label"
302;"GET";137;"text/plain";"192.168.4.4";"08:31:07";"DEFAULT_PARENT";692;"http://omniconmediagroupspain.solution.weborama.fr/fcgi-bin/dispatch.fcgi?a.A=im&a.si=45&a.te=24&a.he=1&a.wi=1&a.ra=1367303467&a.hr=R";"10.159.155.5";"no_label"
